#metadataBlock	name	dataverseAlias	displayName												
	relatedMaterial_zh	相关材料	其他任何相关材料		textbox	77		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		citation_zh
#controlledVocabulary	DatasetField	Value	identifier	displayOrder											
	subject_zh	艺术与人文	Dzh0	0											
	subject_zh	天文和天体物理学	Dzh1	1											
	subject_zh	商业与管理	Dzh2	2											
	subject_zh	化学	Dzh3	3											
	subject_zh	地球与环境科学	Dzh4	4											
	subject_zh	工程	Dzh5	5											
	subject_zh	医药、健康与生命科学	Dzh6	6											
	subject_zh	计算机与信息科学	Dzh7	7											
	subject_zh	法律	Dzh8	8											
	subject_zh	数学科学	Dzh9	9											
	subject_zh	物理学	Dzh10	10											
	subject_zh	社会科学	Dzh11	11											
	subject_zh	其它	Dzh12	12											
	publicationIDType_zh	ark		0											
	publicationIDType_zh	arXiv		1	arxiv										
	publicationIDType_zh	bibcode		2											
	publicationIDType_zh	doi		3											
	publicationIDType_zh	ean13		4											
	publicationIDType_zh	eissn		5											
	publicationIDType_zh	handle		6											
	publicationIDType_zh	isbn		7											
	publicationIDType_zh	issn		8											
	publicationIDType_zh	istc		9											
	publicationIDType_zh	lissn		10											
	publicationIDType_zh	lsid		11											
	publicationIDType_zh	pmid		12											
	publicationIDType_zh	purl		13											
	publicationIDType_zh	upc		14											
	publicationIDType_zh	url		15											
	publicationIDType_zh	urn		16											
	publicationRelationType_zh	IsderivedFrom		0											
	publicationRelationType_zh	References		1											
	publicationRelationType_zh	isCitedBy		2											
	relatedDatasetsIDType_zh	ark		0											
	relatedDatasetsIDType_zh	arXiv		1	arxiv										
	relatedDatasetsIDType_zh	bibcode		2											
	relatedDatasetsIDType_zh	doi		3											
	relatedDatasetsIDType_zh	ean13		4											
	relatedDatasetsIDType_zh	eissn		5											
	relatedDatasetsIDType_zh	handle		6											
	relatedDatasetsIDType_zh	isbn		7											
	relatedDatasetsIDType_zh	issn		8											
	relatedDatasetsIDType_zh	istc		9											
	relatedDatasetsIDType_zh	lissn		10											
	relatedDatasetsIDType_zh	lsid		11											
	relatedDatasetsIDType_zh	pmid		12											
	relatedDatasetsIDType_zh	purl		13											
	relatedDatasetsIDType_zh	upc		14											
	relatedDatasetsIDType_zh	url		15											
	relatedDatasetsIDType_zh	urn		16											
	relatedDatasetsRelationType_zh	IsderivedFrom		0											
	relatedDatasetsRelationType_zh	IsSourceof		1											
	relatedDatasetsRelationType_zh	IsContinuedBy		2											
	relatedDatasetsRelationType_zh	Continues		3											
	contributorType_zh	数据采集者（Data collector）		0											
	contributorType_zh	数据监护者（Data curator）		1											
	contributorType_zh	数据管理员（Data manager）		2											
	contributorType_zh	编辑者		3											
	contributorType_zh	资助者		4											
	contributorType_zh	主办机构		5											
	contributorType_zh	项目主管		6											
	contributorType_zh	项目经理		7											
	contributorType_zh	项目成员		8											
	contributorType_zh	相关人员		9											
	contributorType_zh	研究者		10											
	contributorType_zh	研究组		11											
	contributorType_zh	权利持有者		12											
	contributorType_zh	赞助商		13											
	contributorType_zh	监督人		14											
	contributorType_zh	工作包负责人		15											
	contributorType_zh	Other		16											
	authorIdentifierScheme_zh	ORCID		0											
	authorIdentifierScheme_zh	ISNI		1											
	authorIdentifierScheme_zh	LCNA		2											
	language_zh	阿布哈兹语		0											
	language_zh	阿法尔语		1											
	language_zh	南非荷兰语		2											
	language_zh	阿肯语		3											
	language_zh	阿尔巴尼亚语		4											
	language_zh	阿姆哈拉语		5											
	language_zh	阿拉伯语		6											
	language_zh	阿拉贡语		7											
	language_zh	亚美尼亚语		8											
	language_zh	阿萨姆语		9											
	language_zh	阿萨姆语		10											
	language_zh	阿维斯陀语		11											
	language_zh	艾玛拉语		12											
	language_zh	阿塞拜疆语		13											
	language_zh	班巴拉语		14											
	language_zh	巴什基尔语		15											
	language_zh	巴斯克语		16											
	language_zh	白俄罗斯语		17											
	language_zh	孟加拉语		18											
